mm,day,yyyy,HH_UTC,MM,umean1,umean,wind_dir,z0,ol,u_star,sigma_v,Zm_1,Zm_2
3,21,2009,3,2,1.75,2.55,21,0.00017439,1.531,0.034058,0.13,2.83,5.66
10,3,2009,23,4,0.55,1.35,21,148.41,1.8092,0.039749,0.22,2.83,5.66
9,20,2009,19,1,0.35,0.35,21,32371,2.7782,-0.15947,0.61,2.83,5.66
12,20,2009,20,5,1.15,1.7,21,0.0025248,2.8339,0.038544,0.2,2.83,5.66
11,19,2009,1,2,1.25,1.95,21,0.034833,3.3548,0.058411,0.01,2.83,5.66
12,16,2009,7,1,0.65,1.65,21,10.316,4.6502,0.1108,0.43,2.83,5.66
11,24,2009,6,0,0.1,0.75,21,15.322,7.0001,0.103,0.16,2.83,5.66
11,23,2009,4,0,0.4,1.2,21,5.4613,8.2957,0.13113,0.19,2.83,5.66
4,18,2009,8,0,0.35,1.2,21,5.4107,9.5876,0.15387,0.54,2.83,5.66
12,18,2009,18,1,0.45,1.3,21,3.7168,12.896,0.18873,0.2,2.83,5.66
11,6,2009,3,0,0.55,1.6,21,2.8967,21.495,0.31055,0.39,2.83,5.66
12,22,2009,5,1,0.45,1.45,21,2.7077,31.413,0.34981,0.51,2.83,5.66
12,19,2009,19,3,1.55,2.4,21,0.65257,61.737,0.37424,0.22,2.83,5.66
1,11,2009,23,3,1.65,2.7,21,0.82651,62.366,0.46233,0.4,2.83,5.66
12,19,2009,5,2,2.6,3.45,21,0.25452,95.638,0.4193,0.49,2.83,5.66
1,6,2009,17,1,0.35,1.2,21,2.2443,134.12,0.43623,0.02,2.83,5.66
2,1,2009,7,4,0.55,1.9,21,2.1619,329.39,0.75691,0.58,2.83,5.66
2,20,2009,8,3,1.45,2.15,21,0.65389,368.1,0.401,0.21,2.83,5.66
3,17,2009,7,2,0.5,1.35,22,1.77E+25,0.13783,0.003279,0.41,2.83,5.66
11,19,2009,3,4,0.9,1.5,22,0.41439,6.3363,0.087287,0.56,2.83,5.66
12,14,2009,16,2,1.2,1.75,22,0.13441,10.423,0.10677,0.66,2.83,5.66
12,20,2009,6,3,0.85,2.15,22,3.1407,15.729,0.34061,0.34,2.83,5.66
12,14,2009,16,4,0.95,1.5,22,0.51446,21.062,0.16008,0.09,2.83,5.66
10,3,2009,23,0,0.6,1.5,22,2.7552,21.244,0.27869,0.34,2.83,5.66
2,22,2009,6,4,0.6,1.75,22,2.6906,26.774,0.37723,0.08,2.83,5.66
11,23,2009,4,4,0.65,1.85,22,2.4681,35.514,0.44363,0.01,2.83,5.66
11,19,2009,5,2,0.4,1.35,22,2.3904,65.918,0.42472,0.22,2.83,5.66
11,27,2009,8,0,0.45,1.4,22,2.2834,71.182,0.43073,0.05,2.83,5.66
1,12,2009,0,0,1.65,2.55,22,0.68345,83.132,0.42717,0.48,2.83,5.66
3,17,2009,7,0,0.35,1.15,22,2.1889,152.52,0.41585,0.38,2.83,5.66
12,18,2009,3,0,1.35,1.45,22,0.037277,213.72,0.12282,0.22,2.83,5.66
3,23,2009,0,2,0.5,1.45,23,1.03E+20,0.18005,0.004668,0.33,2.83,5.66
11,4,2009,13,1,0.1,0.55,23,22675,1.2635,0.015302,0.46,2.83,5.66
12,22,2009,6,5,0.55,1.4,23,51.387,2.3832,0.052871,0.37,2.83,5.66
11,30,2009,19,2,0.2,1.1,23,19.261,5.5508,0.11424,0.32,2.83,5.66
2,1,2009,6,5,0.55,1.5,23,6.2473,6.7969,0.13726,0.23,2.83,5.66
4,10,2009,7,4,0.6,1.65,23,5.1915,8.1194,0.17259,0.46,2.83,5.66
12,26,2009,14,4,1.6,2,23,0.002269,10.14,0.075493,0.39,2.83,5.66
1,7,2009,17,4,0.55,1.45,23,3.7611,11.738,0.19339,0.28,2.83,5.66
2,1,2009,7,3,0.75,1.55,23,1.5232,31.659,0.28096,0.47,2.83,5.66
11,6,2009,7,4,0.45,1.4,23,2.3463,58.018,0.409,0.65,2.83,5.66
1,7,2009,17,3,0.45,1.55,23,2.2891,106.1,0.54452,0.07,2.83,5.66
12,3,2009,8,5,1.1,1.85,23,0.96302,123.93,0.38145,0.36,2.83,5.66
3,31,2009,17,0,2.25,3.4,23,0.70137,198.15,0.61761,0.67,2.83,5.66
1,11,2009,19,4,1.75,2.85,23,0.90496,275.3,0.60899,0.45,2.83,5.66
3,31,2009,14,5,3.5,5,23,0.60924,609.43,0.8897,0.45,2.83,5.66
4,19,2009,12,1,0.75,2,23,1.8689,1970.1,0.77813,0.7,2.83,5.66
12,1,2009,2,5,0.35,1.25,24,2.04E+12,0.33827,0.0081306,0.43,2.83,5.66
12,18,2009,22,5,0.15,0.8,24,26.895,4.7185,0.071943,0.46,2.83,5.66
12,15,2009,14,5,1.15,1.6,24,0.011927,4.9933,0.056031,0.56,2.83,5.66
11,22,2009,2,5,0.45,1.35,24,10.014,5.1733,0.10271,0.07,2.83,5.66
1,11,2009,7,1,2.9,2.85,24,309.86,5.5289,-9.3888,0.5,2.83,5.66
11,23,2009,7,3,1.95,2.6,24,0.012793,8.529,0.10958,0.5,2.83,5.66
1,11,2009,18,0,2.25,2.95,24,0.014316,9.0266,0.12806,0.35,2.83,5.66
12,10,2009,16,1,0.65,1.6,24,4.1263,10.159,0.19302,0.44,2.83,5.66
1,11,2009,22,5,1.65,2.15,24,0.01231,10.689,0.097784,0.46,2.83,5.66
12,19,2009,19,0,0.45,1.3,24,3.7024,12.976,0.18946,0.46,2.83,5.66
2,1,2009,4,2,0.45,1.3,24,3.4234,14.823,0.20542,0.38,2.83,5.66
3,23,2009,7,2,0.5,1.55,24,3.375,16.619,0.26918,0.52,2.83,5.66
12,20,2009,1,4,0.45,1.35,24,2.9907,20.711,0.26033,0.62,2.83,5.66
12,26,2009,12,0,2.65,3.15,24,0.0076036,28.357,0.16774,0.22,2.83,5.66
12,1,2009,3,5,0.3,1.05,24,2.5935,44.895,0.30115,0.23,2.83,5.66
12,20,2009,7,4,1.35,1.5,24,0.0007551,54.842,0.065293,0.59,2.83,5.66
1,11,2009,18,3,2.1,3.05,24,0.49356,76.409,0.43888,0.18,2.83,5.66
12,22,2009,5,0,0.35,1.3,24,2.2543,214.45,0.52081,0.59,2.83,5.66
3,30,2009,11,5,1.05,1.35,24,0.24666,2725.8,0.17605,0.37,2.83,5.66
2,22,2009,6,3,0.65,1.7,25,1.25E+06,0.58758,0.01717,0.35,2.83,5.66
12,18,2009,18,3,1.05,1.7,25,0.002453,1.4381,0.024879,0.7,2.83,5.66
11,23,2009,5,5,0.4,1.1,25,24.396,3.1521,0.053746,0.63,2.83,5.66
12,21,2009,17,0,1.4,2,25,0.0021269,3.4377,0.04865,0.27,2.83,5.66
2,1,2009,7,1,0.6,1.65,25,7.5763,5.8626,0.13498,0.52,2.83,5.66
12,18,2009,16,5,2.35,2.8,25,3.88E-05,8.2441,0.07416,0.64,2.83,5.66
12,26,2009,16,1,0.7,1.7,25,4.8384,8.4516,0.18077,0.18,2.83,5.66
12,18,2009,4,5,0.35,1.15,25,3.3412,18.372,0.21678,0.54,2.83,5.66
11,19,2009,7,3,1.9,2.45,25,0.04423,20.56,0.15994,0,2.83,5.66
11,20,2009,20,1,0.45,1.4,25,2.7924,26.557,0.3091,0.08,2.83,5.66
4,10,2009,8,1,0.7,1.7,25,2.004,37.922,0.3766,0.19,2.83,5.66
11,6,2009,6,1,0.45,1.55,25,2.317,92.977,0.5316,0.06,2.83,5.66
12,23,2009,9,3,1.65,2,25,0.072099,136.53,0.17953,0.39,2.83,5.66
4,10,2009,17,0,0.65,1.65,25,1.937,519.35,0.58566,0.03,2.83,5.66
12,22,2009,22,5,0.45,1.2,26,5.69E+25,0.13462,0.0028419,0.57,2.83,5.66
3,11,2009,5,3,0.35,0.35,26,1.75E+08,1.4211,-0.081571,0.49,2.83,5.66
12,21,2009,2,1,0.5,1.35,26,266.91,1.6079,0.035788,0.29,2.83,5.66
11,30,2009,19,3,0.2,0.95,26,216.71,2.4045,0.045462,0.39,2.83,5.66
12,19,2009,17,3,1.15,1.4,26,0.00075723,5.142,0.041699,0.47,2.83,5.66
11,30,2009,6,5,0.45,1.4,26,6.1718,7.6513,0.14628,0.41,2.83,5.66
12,24,2009,8,2,0.7,1.4,26,1.4459,8.5639,0.11687,0.52,2.83,5.66
11,22,2009,8,0,1.85,2.3,26,0.0020102,10.039,0.085415,0.4,2.83,5.66
11,19,2009,6,0,0.5,1.4,26,4.2648,10.299,0.17382,0.06,2.83,5.66
3,22,2009,4,0,0.05,0.7,26,9.2175,11.177,0.15273,0.32,2.83,5.66
12,19,2009,17,0,0.6,1.6,26,2.5256,29.26,0.34785,0.09,2.83,5.66
11,29,2009,16,0,0.45,1.1,26,1.9871,50.085,0.2697,0.7,2.83,5.66
1,7,2009,7,3,0.7,1.95,26,2.2816,51.37,0.5248,0.08,2.83,5.66
1,8,2009,7,4,1.9,3.05,26,0.79377,65.925,0.51306,0.17,2.83,5.66
11,6,2009,6,0,0.5,1.65,26,2.3348,73.287,0.5264,0.22,2.83,5.66
12,19,2009,0,2,1.1,1.75,26,0.79589,83.032,0.31723,0.65,2.83,5.66
1,7,2009,6,4,1.2,1.85,27,0.00070427,1.7516,0.02862,0.27,2.83,5.66
12,19,2009,3,5,1.55,1.95,27,3.77E-05,4.2754,0.043336,0.24,2.83,5.66
2,1,2009,7,0,0.55,1.5,27,6.3392,6.713,0.13597,0.36,2.83,5.66
12,18,2009,23,3,0.4,1.2,27,5.8411,7.7753,0.12508,0.19,2.83,5.66
12,21,2009,1,1,0.45,1.35,27,3.8592,12.678,0.19666,0.33,2.83,5.66
11,24,2009,7,1,0.35,1.1,27,3.5248,15.592,0.18526,0.37,2.83,5.66
3,12,2009,3,5,0.65,1.85,27,3.1779,16.84,0.31297,0.36,2.83,5.66
1,11,2009,21,3,2.05,2.9,27,0.36452,51.414,0.35494,0.3,2.83,5.66
3,10,2009,16,2,2.05,2.8,27,0.33242,76.921,0.35256,0.35,2.83,5.66
11,19,2009,8,0,2.75,3.7,27,0.31608,154.45,0.49297,0.28,2.83,5.66
3,17,2009,7,1,0.4,1.2,28,27.931,3.1606,0.060305,0.65,2.83,5.66
11,26,2009,5,5,1.05,1.45,28,0.00025121,3.2543,0.030829,0.68,2.83,5.66
12,18,2009,21,5,0.35,1.1,28,11.425,4.9702,0.082484,0.59,2.83,5.66
12,21,2009,22,0,0.7,1.5,28,2.199,7.634,0.1234,0.53,2.83,5.66
1,6,2009,17,2,0.4,1.1,28,3.4262,14.076,0.16589,0.09,2.83,5.66
12,18,2009,21,4,0.5,1.5,28,3.0387,19.923,0.28353,0.68,2.83,5.66
12,3,2009,9,0,2.05,2.85,28,0.26207,24.165,0.26659,0.65,2.83,5.66
11,28,2009,7,5,0.55,1.6,28,2.478,36.426,0.39068,0.02,2.83,5.66
11,5,2009,7,3,0.4,1.3,28,2.5654,39.767,0.34467,0.38,2.83,5.66
2,1,2009,6,4,0.45,1.45,28,2.4648,47.494,0.40629,0.03,2.83,5.66
3,11,2009,7,5,1.5,2.3,28,0.6771,97.28,0.39317,0.47,2.83,5.66
10,3,2009,5,1,1.3,2.1,28,0.90947,937.25,0.47186,0.62,2.83,5.66
12,20,2009,21,4,1.05,1.6,29,5.71E-41,0.14394,0.0021341,0.41,2.83,5.66
12,26,2009,16,0,0.65,1.5,29,102.94,2.0391,0.05003,0.44,2.83,5.66
2,20,2009,6,4,0.75,1.9,29,74.089,2.1446,0.065235,0.55,2.83,5.66
12,24,2009,8,3,0.5,1.25,29,17.061,3.5825,0.067489,0.4,2.83,5.66
12,21,2009,3,5,1.65,2.45,29,0.031585,4.5544,0.083662,0.61,2.83,5.66
12,22,2009,7,0,1.35,1.7,29,0.0092133,6.7469,0.068822,0.16,2.83,5.66
11,5,2009,7,2,1,1.85,29,1.1149,19.059,0.2349,0.26,2.83,5.66
1,11,2009,22,0,1.45,2.05,29,0.1773,19.414,0.16774,0.1,2.83,5.66
3,12,2009,5,2,0.5,1.55,29,2.7377,28.119,0.35043,0.3,2.83,5.66
12,10,2009,15,4,0.15,0.75,29,3.1498,37.908,0.23991,0.11,2.83,5.66
12,27,2009,9,2,1.2,1.8,29,0.51642,45.08,0.23979,0.14,2.83,5.66
11,19,2009,4,5,0.5,1.6,29,2.3035,73.301,0.50258,0.52,2.83,5.66
12,19,2009,3,4,1.65,2.25,29,0.36075,92.952,0.30863,0.53,2.83,5.66
12,18,2009,18,0,0.3,1.15,29,2.4178,93.589,0.41757,0.14,2.83,5.66
4,10,2009,9,2,3,4.3,29,0.51452,99.715,0.646,0.01,2.83,5.66
10,3,2009,5,5,1.45,2.6,29,1.1337,111.52,0.57639,0.17,2.83,5.66
12,19,2009,3,2,1.2,2.15,29,1.1921,5981.8,0.58515,0.31,2.83,5.66
11,19,2009,5,5,0.35,1,30,39.946,2.6937,0.042972,0.08,2.83,5.66
12,22,2009,6,3,0.5,1.35,30,14.075,3.9921,0.080449,0.14,2.83,5.66
12,16,2009,8,0,1.65,2.45,30,0.14739,9.0852,0.14204,0.38,2.83,5.66
11,19,2009,6,1,1,1.55,30,0.24391,10.272,0.10515,0.13,2.83,5.66
11,22,2009,4,5,0.05,0.9,30,10.181,10.662,0.19613,0.63,2.83,5.66
4,10,2009,5,5,1.1,2.15,30,1.353,16.174,0.26505,0.29,2.83,5.66
11,6,2009,6,4,0.55,1.55,30,3.2214,16.198,0.25568,0.48,2.83,5.66
3,21,2009,3,5,2.2,3,30,0.098684,17.536,0.21181,0.33,2.83,5.66
3,22,2009,4,2,0.7,1.95,30,3.0059,18.565,0.34553,0.34,2.83,5.66
3,13,2009,15,0,0.35,0.8,30,2.7604,21.952,0.1525,0.26,2.83,5.66
1,7,2009,17,5,0.55,1.55,30,2.6353,27.164,0.33196,0.07,2.83,5.66
11,5,2009,6,3,0.5,1.55,30,2.6857,30.022,0.36039,0.59,2.83,5.66
12,22,2009,6,0,1.1,1.8,30,0.78366,36.438,0.27087,0.66,2.83,5.66
11,22,2009,4,4,0.2,0.75,30,2.7788,38.401,0.21093,0.41,2.83,5.66
10,18,2009,4,5,0.7,1.85,30,2.2949,44.707,0.46928,0.01,2.83,5.66
10,21,2009,5,0,0.5,1.65,30,2.3811,63.034,0.50737,0.55,2.83,5.66
12,21,2009,7,3,1.3,1.95,30,0.61216,81.226,0.31573,0.2,2.83,5.66
11,21,2009,7,5,0.3,1.05,30,2.3353,91.844,0.36228,0.42,2.83,5.66
3,31,2009,15,5,1.8,2.55,30,0.50638,98.373,0.37964,0.34,2.83,5.66
12,24,2009,11,1,0.95,1.5,30,0.84998,191.83,0.31089,0.29,2.83,5.66
12,20,2009,6,0,1.55,1.7,30,0.002052,471.05,0.087828,0.53,2.83,5.66
3,30,2009,2,0,0.3,0.3,31,8.69E+48,0.22462,-0.011051,0.27,2.83,5.66
3,11,2009,6,3,0.6,1.7,31,94.195,2.0864,0.057905,0.62,2.83,5.66
12,19,2009,21,1,1.3,2,31,0.2989,13.305,0.15717,0.42,2.83,5.66
2,20,2009,7,2,1.15,2,31,0.84659,14.82,0.2054,0.13,2.83,5.66
11,23,2009,7,4,1.65,2.2,31,0.092404,22.256,0.16458,0.03,2.83,5.66
4,10,2009,8,4,2.05,3.2,31,0.69327,31.929,0.42374,0.3,2.83,5.66
11,11,2009,19,4,2.7,3.55,31,0.14591,42.509,0.33282,0.26,2.83,5.66
3,12,2009,8,0,0.45,1.2,31,2.1171,84.528,0.35954,0.4,2.83,5.66
1,31,2009,16,5,1.95,2.45,31,0.11925,92.154,0.23951,0.52,2.83,5.66
1,24,2009,8,3,1.2,2.6,31,1.5777,796,0.85447,0.2,2.83,5.66
1,24,2009,8,1,1.3,1.8,32,0.0063501,5.0124,0.059095,0.21,2.83,5.66
11,30,2009,19,5,0.55,1.5,32,9.1667,5.1186,0.10994,0.47,2.83,5.66
11,22,2009,3,3,0.5,1.5,32,7.5391,6.2801,0.13305,0.68,2.83,5.66
12,19,2009,20,4,1.7,2.3,32,0.014039,6.9973,0.094286,0.68,2.83,5.66
11,6,2009,7,1,0.35,1.15,32,5.8912,8.4297,0.13203,0.04,2.83,5.66
12,18,2009,21,2,0.45,1.3,32,5.1749,8.4661,0.14221,0.4,2.83,5.66
11,19,2009,7,2,0.55,1.45,32,4.8431,8.5251,0.15568,0.64,2.83,5.66
3,12,2009,5,0,0.55,1.65,32,4.5392,10.168,0.20799,0.39,2.83,5.66
4,10,2009,5,4,0.6,1.75,32,4.0499,11.465,0.23647,0.3,2.83,5.66
12,20,2009,23,4,0.55,1.6,32,2.8652,22.13,0.31508,0.02,2.83,5.66
12,22,2009,4,5,0.45,1.4,32,2.7881,26.686,0.30977,0.5,2.83,5.66
12,21,2009,4,2,1.4,1.7,32,0.027391,36.83,0.11435,0.42,2.83,5.66
11,5,2009,8,0,1.6,2.3,32,0.37312,43.82,0.2776,0.41,2.83,5.66
10,3,2009,5,0,1.25,2.45,32,1.41,49.199,0.49551,0.39,2.83,5.66
11,4,2009,16,2,1.25,1.95,32,0.68096,60.298,0.31039,0.42,2.83,5.66
12,22,2009,2,2,0.4,1.4,32,2.3934,73.767,0.46111,0.13,2.83,5.66
12,18,2009,16,3,0.85,1.85,32,1.577,198.83,0.54766,0.32,2.83,5.66
1,31,2009,17,3,1,1.75,33,0.040089,0.41836,0.0090543,0.09,2.83,5.66
12,20,2009,1,3,1.45,2.25,33,0.0014839,1.644,0.034024,0.32,2.83,5.66
10,30,2009,5,2,0.2,0.9,33,178.11,2.4429,0.042742,0.21,2.83,5.66
11,19,2009,5,4,0.6,1.5,33,33.423,2.7419,0.064192,0.42,2.83,5.66
3,12,2009,4,1,0.75,1.95,33,9.7639,4.8263,0.1352,0.26,2.83,5.66
11,27,2009,8,4,1.65,2,33,0.00041693,10.057,0.065426,0.02,2.83,5.66
11,23,2009,7,0,0.65,1.7,33,4.0862,10.407,0.20924,0.58,2.83,5.66
12,20,2009,20,3,0.45,1.35,33,3.4885,14.979,0.21776,0.16,2.83,5.66
2,20,2009,7,0,0.85,1.65,33,1.2963,17.758,0.21277,0.36,2.83,5.66
12,20,2009,3,3,0.45,1.35,33,3.0836,19.248,0.2506,0.23,2.83,5.66
12,18,2009,17,0,1.75,2.55,33,0.37713,30.436,0.27962,0.15,2.83,5.66
3,12,2009,4,0,0.5,1.55,33,2.5726,35.401,0.38497,0.18,2.83,5.66
11,1,2009,15,3,0.55,1.5,33,1.9638,165.73,0.49715,0.21,2.83,5.66
11,11,2009,22,3,3.3,4.2,33,0.19505,201.29,0.4967,0.3,2.83,5.66
11,22,2009,7,4,0.55,1.35,34,1268.5,1.2124,0.027361,0.38,2.83,5.66
12,20,2009,1,1,0.5,1.35,34,213.8,1.6838,0.037352,0.27,2.83,5.66
11,22,2009,3,0,0.65,1.7,34,153.73,1.794,0.049658,0.69,2.83,5.66
3,12,2009,6,0,0.65,1.7,34,56.756,2.3218,0.062818,0.03,2.83,5.66
3,12,2009,3,1,1,2.5,34,17.586,3.5337,0.13341,0.4,2.83,5.66
11,30,2009,20,0,0.2,1,34,50.71,3.6296,0.070287,0.08,2.83,5.66
12,19,2009,22,4,2,2.45,34,2.91E-06,4.504,0.048115,0.45,2.83,5.66
11,19,2009,3,5,0.9,1.3,34,0.020628,5.2328,0.047773,0.48,2.83,5.66
11,19,2009,5,0,0.75,1.85,34,4.5521,9.0151,0.20564,0.47,2.83,5.66
12,19,2009,21,5,1.5,2.2,34,0.14854,11.684,0.14467,0.39,2.83,5.66
11,5,2009,6,2,0.05,1.1,34,9.0708,11.905,0.26348,0.23,2.83,5.66
12,18,2009,17,5,0.45,1.35,34,2.9381,21.667,0.26634,0.32,2.83,5.66
11,27,2009,6,5,0.4,1.3,34,3.0759,21.814,0.2667,0.55,2.83,5.66
10,30,2009,6,3,1.15,2.05,34,1.0164,24.188,0.28097,0.69,2.83,5.66
3,10,2009,10,1,0.5,1.1,34,2.6418,26.463,0.23189,0.33,2.83,5.66
11,22,2009,17,0,0.85,2.1,34,2.2918,42.057,0.51629,0.07,2.83,5.66
1,7,2009,8,2,1.65,2.5,34,0.56829,47.965,0.34757,0.12,2.83,5.66
10,3,2009,7,0,1.05,1.55,34,0.4959,49.054,0.21326,0.32,2.83,5.66
4,10,2009,9,3,4.25,5.35,34,0.14983,84.118,0.54483,0.3,2.83,5.66
12,28,2009,8,2,0.4,1.1,35,24.123,3.1662,0.053955,0.06,2.83,5.66
11,30,2009,16,1,1.55,1.9,35,4.19E-05,5.4874,0.046082,0.51,2.83,5.66
1,11,2009,21,5,2.25,2.65,35,2.59E-05,7.495,0.068064,0.11,2.83,5.66
10,29,2009,15,5,0.4,1.05,35,4.5025,9.2373,0.1192,0.63,2.83,5.66
4,10,2009,6,0,0.7,1.95,35,3.6569,12.768,0.27801,0.15,2.83,5.66
12,21,2009,2,0,0.5,1.45,35,3.5935,13.679,0.21862,0.32,2.83,5.66
12,20,2009,1,2,0.4,1.25,35,3.7214,14.093,0.19774,0.49,2.83,5.66
12,19,2009,4,5,3.6,4.35,35,0.003024,15.678,0.18746,0.18,2.83,5.66
11,14,2009,3,0,0.45,1.3,35,3.2042,16.849,0.22116,0.5,2.83,5.66
11,23,2009,4,5,0.5,1.5,35,3.0638,19.539,0.28066,0.15,2.83,5.66
11,23,2009,6,5,0.8,2.1,35,2.6266,25.152,0.42572,0.07,2.83,5.66
10,30,2009,4,0,0.8,1.7,35,1.617,31.147,0.31382,0.41,2.83,5.66
10,29,2009,6,2,0.6,1.65,35,2.4516,34.411,0.38625,0.33,2.83,5.66
12,19,2009,19,2,1.6,2.3,35,0.40197,43.972,0.28992,0.42,2.83,5.66
12,20,2009,22,5,0.35,1.25,35,2.6254,44.363,0.36078,0.21,2.83,5.66
12,19,2009,23,4,1.25,2.3,35,1.1732,56.333,0.44978,0.35,2.83,5.66
12,20,2009,3,1,0.25,1,35,2.6368,56.374,0.32906,0.22,2.83,5.66
12,21,2009,3,3,0.3,1.15,35,2.4866,73.733,0.39696,0.2,2.83,5.66
12,21,2009,4,1,1.1,1.95,35,1.1921,231.47,0.50023,0.51,2.83,5.66
11,5,2009,8,1,0.55,2.05,35,2.1903,654.92,0.8784,0.21,2.83,5.66
3,12,2009,2,5,0.45,1.35,36,308.43,1.654,0.037799,0.08,2.83,5.66
12,22,2009,5,3,1,2.3,36,37.865,2.728,0.099699,0.21,2.83,5.66
12,19,2009,5,1,1.65,2.2,36,0.0072386,7.6658,0.084701,0.44,2.83,5.66
10,3,2009,6,3,1.05,1.95,36,1.3003,9.7751,0.17128,0.67,2.83,5.66
11,23,2009,5,4,0.55,1.5,36,3.831,11.681,0.20092,0.63,2.83,5.66
12,21,2009,3,4,1.25,1.75,36,0.12975,15.795,0.12815,0.56,2.83,5.66
12,21,2009,4,3,0.95,2.3,36,3.1053,16.071,0.36871,0.57,2.83,5.66
11,5,2009,6,4,0.45,1.4,36,3.0803,20.339,0.27169,0.13,2.83,5.66
4,10,2009,8,2,1.85,2.7,36,0.32714,24.885,0.27005,0.47,2.83,5.66
12,7,2009,11,3,1.05,1.05,36,1.384,28.267,0.23179,0.68,2.83,5.66
11,6,2009,8,3,1.45,2,36,0.24815,40.371,0.21163,0.54,2.83,5.66
11,12,2009,2,0,2.5,3.45,36,0.33989,83.059,0.44786,0.04,2.83,5.66
11,22,2009,7,3,0.4,1.4,36,2.3393,90.318,0.48147,0.61,2.83,5.66
3,22,2009,12,1,1.45,1.9,36,0.26023,178.11,0.23864,0.3,2.83,5.66
4,26,2009,12,1,2.75,3.6,36,0.37448,420.01,0.52433,0.02,2.83,5.66
12,20,2009,21,1,0.75,1.55,37,4.7878,1.29,0.028237,0.44,2.83,5.66
12,20,2009,21,3,1.25,1.85,37,8.75E-06,1.3809,0.021917,0.11,2.83,5.66
3,22,2009,4,3,0.6,1.55,37,47.834,2.4397,0.059819,0.55,2.83,5.66
12,19,2009,3,1,0.5,1.35,37,15.149,3.8496,0.078018,0.36,2.83,5.66
11,22,2009,8,2,2.05,2.4,37,2.93E-05,9.8563,0.064522,0.55,2.83,5.66
1,24,2009,7,4,1.05,2.1,37,1.5452,13.219,0.23647,0.62,2.83,5.66
12,18,2009,17,4,0.5,1.4,37,3.0836,17.629,0.24161,0.43,2.83,5.66
11,23,2009,17,2,0.4,1.15,37,3.0739,18.318,0.20449,0.66,2.83,5.66
11,19,2009,4,1,0.4,1.25,37,3.1698,19.161,0.23557,0.02,2.83,5.66
12,21,2009,7,4,0.7,1.85,37,2.7096,23.013,0.36031,0.59,2.83,5.66
12,19,2009,23,5,1.4,1.55,37,5.04E-05,23.779,0.049037,0.68,2.83,5.66
12,19,2009,5,5,2.9,3.75,37,0.060513,24.258,0.26521,0,2.83,5.66
12,18,2009,8,0,0.5,1.55,37,2.3054,65.119,0.4659,0.14,2.83,5.66
12,19,2009,7,1,2.75,3.75,37,0.28868,70.024,0.45218,0.28,2.83,5.66
1,11,2009,2,4,1.9,2.8,37,0.54042,88.146,0.42814,0.11,2.83,5.66
10,3,2009,7,2,0.65,1.75,37,2.0544,130.15,0.56567,0.4,2.83,5.66
3,12,2009,5,3,0.5,1.45,38,33.338,2.8932,0.066672,0.54,2.83,5.66
12,30,2009,15,2,0.55,1.1,38,2.3523,3.6363,0.053112,0.39,2.83,5.66
12,21,2009,23,3,0.5,1.4,38,14.181,4.054,0.085225,0.59,2.83,5.66
10,30,2009,0,3,0.1,0.9,38,12.822,8.1555,0.14503,0.32,2.83,5.66
11,22,2009,17,1,0.5,1.25,38,4.987,8.1573,0.12942,0.06,2.83,5.66
10,30,2009,0,5,0.15,1.05,38,10.79,8.4957,0.16361,0.35,2.83,5.66
1,7,2009,17,0,1.55,2.1,38,0.024277,9.6534,0.099934,0.69,2.83,5.66
4,18,2009,15,1,1,1.5,38,0.33308,15.491,0.12667,0.51,2.83,5.66
12,20,2009,6,1,0.8,1.45,38,1.0383,20.985,0.1944,0.37,2.83,5.66
11,20,2009,19,2,0.65,1.85,38,2.737,24.433,0.37893,0.51,2.83,5.66
3,12,2009,8,1,1.75,2.6,38,0.4491,34.618,0.31052,0.12,2.83,5.66
12,21,2009,6,4,0.55,1.7,38,2.3484,56.545,0.49161,0.44,2.83,5.66
1,11,2009,0,0,1.45,2.55,38,1.0649,62.374,0.48306,0.17,2.83,5.66
1,11,2009,2,1,3,3.6,38,0.050463,90.974,0.29522,0.32,2.83,5.66
1,24,2009,7,5,0.9,1.6,39,0.0030298,0.41858,0.0080355,0,2.83,5.66
11,30,2009,16,5,0.65,1.55,39,65814,0.7626,0.020282,0.15,2.83,5.66
11,22,2009,5,4,0.25,0.95,39,384.81,1.8741,0.032935,0.2,2.83,5.66
11,5,2009,6,0,0.2,1,39,48.865,3.6739,0.071027,0.54,2.83,5.66
10,30,2009,4,1,0.45,1.3,39,12.226,4.4738,0.086704,0.53,2.83,5.66
3,31,2009,7,2,0.5,1.35,39,11.24,4.5025,0.088934,0.45,2.83,5.66
12,21,2009,0,3,0.45,1.3,39,6.5895,6.7685,0.12053,0.66,2.83,5.66
11,13,2009,1,5,0.3,0.9,39,6.4434,7.1231,0.087889,0.32,2.83,5.66
12,17,2009,16,3,1,1.35,39,0.02584,9.789,0.066256,0.17,2.83,5.66
2,20,2009,7,1,0.75,1.75,39,2.8236,10.123,0.19058,0.12,2.83,5.66
11,24,2009,8,2,2.05,2.6,39,0.0076032,10.481,0.11105,0.53,2.83,5.66
12,21,2009,16,0,2.95,4.15,39,0.20199,10.553,0.27087,0.06,2.83,5.66
12,19,2009,23,3,0.5,1.4,39,3.8804,11.718,0.18928,0.65,2.83,5.66
3,12,2009,3,2,0.7,2,39,3.2682,15.982,0.32891,0.08,2.83,5.66
